both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
EP182014    RACHEL       9d0h         75.0         980.0        0            1202.2600103169877
EP192014    SIMON        8d12h        115.0        946.0        0            1569.050626230128
CP022014    ANA          13d6h        75.0         985.0        0            3157.9400525954925
EP202014    TRUDY        1d18h        55.0         998.0        0            202.86176972398778
EP212014    VANCE        6d12h        95.0         964.0        0            1283.2675177179763
EP012015    ANDRES       9d18h        125.0        937.0        0            1411.0883049524298
EP022015    BLANCA       8d18h        125.0        936.0        0            1312.041122825774
EP032015    CARLOS       7d12h        80.0         978.0        0            815.4805719967454
EP042015    ELA          5d0h         40.0         1002.0       0            1191.7897862735838
CP012015    HALOLA       19d18h       85.0         959.0        0            4502.114451625587
CP022015    IUNE         8d12h        35.0         1004.0       0            1667.3921311553122
EP052015    DOLORES      11d0h        115.0        946.0        0            2102.851707626209
EP062015    ENRIQUE      9d6h         45.0         1000.0       0            1153.4974716422048
EP072015    FELICIA      5d6h         35.0         1004.0       0            955.8654702159421
EP082015    EIGHT        3d18h        30.0         1006.0       0            1050.6077915790138
EP092015    GUILLERMO    12d6h        95.0         967.0        0            3238.104709557817
EP102015    HILDA        8d18h        125.0        937.0        0            1749.8277486802176
EP112015    ELEVEN       4d0h         30.0         1003.0       0            1254.2000547959613
CP032015    KILO         22d12h       120.0        940.0        0            4829.11340289378
CP042015    LOKE         7d18h        65.0         985.0        0            1705.9863080195823
EP122015    IGNACIO      15d18h       125.0        942.0        0            4034.934194989923
EP132015    JIMENA       15d12h       135.0        932.0        0            3293.5452687141683
EP142015    KEVIN        5d12h        50.0         998.0        0            848.3290604750987
EP152015    LINDA        10d0h        110.0        950.0        0            1552.4242311978182
CP052015    MALIA        5d18h        45.0         992.0        0            1217.681696111973
EP162015    SIXTEEN      0d21h        30.0         1001.0       0            279.8636778297488
CP062015    NIALA        7d12h        55.0         992.0        0            1124.748548160214
EP172015    MARTY        4d6h         70.0         987.0        0            397.3981770645563
CP072015    OHO          9d6h         95.0         957.0        0            3549.831578751384
CP082015    EIGHT        4d12h        30.0         1001.0       0            598.2369428035049
EP182015    NORA         6d12h        60.0         993.0        0            1378.0993407311944
EP192015    OLAF         13d12h       130.0        938.0        0            2976.65163194436
EP202015    PATRICIA     4d6h         185.0        872.0        1            1058.5169199977272
EP212015    RICK         8d0h         35.0         1002.0       0            1391.8612616969822
EP222015    SANDRA       6d0h         130.0        934.0        0            1284.6867575715357
CP092015    NINE         4d18h        30.0         1001.0       0            430.4402235178295
CP012016    PALI         8d18h        85.0         978.0        0            998.1313649494883
EP012016    ONE          2d0h         30.0         1006.0       0            323.9770997510158
EP022016    AGATHA       7d0h         45.0         1002.0       0            1632.1059682052628
EP032016    BLAS         9d0h         120.0        947.0        0            2077.456717924795
EP042016    CELIA        15d12h       85.0         972.0        0            3763.868033053393
EP052016    DARBY        15d0h        105.0        958.0        0            3425.7310456002283
EP062016    ESTELLE      9d6h         60.0         990.0        0            2139.0149855913955
EP072016    FRANK        9d12h        75.0         979.0        0            1642.4899929753358
EP082016    GEORGETTE    9d0h         115.0        952.0        0            1784.2169999391772
EP092016    HOWARD       7d0h         50.0         998.0        0            2064.296172260988
EP102016    IVETTE       8d0h         50.0         1000.0       0            2061.9255743416966
EP112016    JAVIER       3d18h        55.0         997.0        0            729.8452791424448
EP122016    KAY          9d6h         45.0         1000.0       0            1589.6648422755711
EP132016    LESTER       14d18h       125.0        944.0        0            4052.0213822545825
EP142016    MADELINE     8d0h         115.0        950.0        0            1991.0193990444795
EP152016    NEWTON       4d0h         80.0         977.0        1            1155.5270307377373
EP162016    ORLENE       6d18h        95.0         967.0        0            1121.802113991723
EP172016    PAINE        3d12h        80.0         979.0        0            933.6855020188751
EP182016    ROSLYN       5d6h         45.0         999.0        0            710.2785788272479
EP192016    ULIKA        7d12h        65.0         992.0        0            1480.3740266925802
EP202016    SEYMOUR      8d0h         130.0        940.0        0            1875.1741690176498
EP212016    TINA         5d6h         35.0         1004.0       0            461.44664245348434
EP222016    OTTO         8d18h        100.0        975.0        1            1119.2409886978137
EP012017    ADRIAN       2d12h        40.0         1004.0       0            274.2292945269718
EP022017    BEATRIZ      1d18h        40.0         1001.0       0            137.34437281458983
EP032017    CALVIN       1d18h        40.0         1004.0       0            132.11995603672239
EP042017    DORA         7d0h         90.0         974.0        0            1364.823359753679
EP052017    EUGENE       6d18h        100.0        966.0        0            1266.141284265051
EP062017    FERNANDA     11d6h        125.0        948.0        0            2369.92716605411
EP072017    GREG         9d18h        50.0         1000.0       0            2268.3931426782906
EP082017    EIGHT        4d6h         30.0         1007.0       0            571.4920544524314
EP092017    HILARY       11d12h       95.0         969.0        0            2913.723252747693
